Customer ID,Recency,Frequency,Monetary,Ulke,Ort_Sepet_Buyuklugu,Ort_Urun_Fiyati,Segment,Onerilen_Kampanya
12379,82,4,1470.22,Belgium,10.454545454545455,2.27987012987013,Orta Segment,Çapraz Satış Önerisi
12380,22,8,7210.65,Belgium,12.411985018726591,2.8957677902621723,Sadık Müşteri,Sadakat Programı / Erken Erişim
12381,5,3,1474.81,Norway,9.71951219512195,3.377317073170732,Orta Segment,Çapraz Satış Önerisi
12383,185,5,1628.56,Belgium,16.148936170212767,2.421382978723404,Orta Segment,Çapraz Satış Önerisi
12384,29,2,425.27,Switzerland,4.88,5.3096000000000005,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12385,379,1,1668.4,Belgium,9.28125,3.50390625,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12386,338,2,401.9,Australia,35.4,2.391,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12387,415,1,143.94,Australia,14.88888888888889,2.7622222222222224,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12388,16,8,3901.11,Australia,13.705479452054794,2.8247260273972605,Sadık Müşteri,Sadakat Programı / Erken Erişim
12389,403,3,1433.33,Australia,12.53061224489796,2.6542857142857144,Orta Segment,Çapraz Satış Önerisi
12390,80,1,504.84,Belgium,11.290322580645162,3.641935483870968,Orta Segment,Çapraz Satış Önerisi
12391,22,6,2724.84,Cyprus,4.50936329588015,3.788651685393259,Sadık Müşteri,Sadakat Programı / Erken Erişim
12392,591,1,234.75,Australia,10.428571428571429,5.035714285714286,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12393,72,6,2399.45,Australia,12.25233644859813,2.479906542056075,Orta Segment,Çapraz Satış Önerisi
12394,64,2,1080.48,Belgium,32.32,2.3204,Orta Segment,Çapraz Satış Önerisi
12395,19,15,4241.17,Belgium,13.986784140969164,2.785814977973568,Sadık Müşteri,Sadakat Programı / Erken Erişim
12396,674,1,931.43,RSA,9.092307692307692,2.2993846153846156,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12397,36,2,2214.9,Belgium,10.080645161290322,3.282258064516129,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12398,46,1,1435.66,Switzerland,16.535714285714285,1.5402380952380952,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12399,119,7,1842.3,Belgium,21.262135922330096,1.1607766990291262,Orta Segment,Çapraz Satış Önerisi
12400,414,1,205.25,Australia,8.272727272727273,2.9136363636363636,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12401,303,1,69.3,Belgium,2.5,8.35,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12402,323,6,1136.9,Belgium,9.0,2.20859375,Orta Segment,Çapraz Satış Önerisi
12403,50,2,947.36,Denmark,36.57142857142857,3.9899999999999998,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12405,149,1,1390.39,Finland,16.0188679245283,2.856415094339623,Orta Segment,Çapraz Satış Önerisi
12406,22,5,6390.36,Denmark,20.57831325301205,2.529879518072289,Sadık Müşteri,Sadakat Programı / Erken Erişim
12407,50,5,1507.12,Belgium,19.48611111111111,2.410972222222222,Sadık Müşteri,Sadakat Programı / Erken Erişim
12408,33,8,3905.77,Belgium,14.473684210526315,2.5383552631578947,Sadık Müşteri,Sadakat Programı / Erken Erişim
12409,79,7,23419.29,Switzerland,49.78409090909091,3.2362121212121213,Orta Segment,Çapraz Satış Önerisi
12410,309,3,773.71,Switzerland,8.81578947368421,4.2260526315789475,Orta Segment,Çapraz Satış Önerisi
12411,410,1,346.9,Australia,6.2727272727272725,3.3954545454545455,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12412,75,6,2404.93,Denmark,16.41322314049587,1.8273553719008266,Orta Segment,Çapraz Satış Önerisi
12413,67,4,871.45,France,6.520833333333333,4.9383333333333335,Orta Segment,Çapraz Satış Önerisi
12414,217,4,532.41,Austria,22.227272727272727,1.7181818181818185,Orta Segment,Çapraz Satış Önerisi
12415,24,24,144033.37,Australia,99.17895878524946,2.5207158351409977,Sadık Müşteri,Sadakat Programı / Erken Erişim
12416,657,1,202.56,Australia,12.0,1.5345454545454544,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12417,3,20,5998.41,Belgium,8.1,4.843742857142857,Sadık Müşteri,Sadakat Programı / Erken Erişim
12418,113,4,2021.2,Switzerland,10.666666666666666,3.3453921568627454,Orta Segment,Çapraz Satış Önerisi
12419,386,2,391.01,Spain,9.869565217391305,3.0473913043478262,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12420,64,1,600.39,Cyprus,11.89655172413793,4.707241379310345,Orta Segment,Çapraz Satış Önerisi
12421,16,6,874.6,Spain,10.915254237288135,2.408813559322034,Sadık Müşteri,Sadakat Programı / Erken Erişim
12422,96,12,3639.35,Switzerland,15.919753086419753,2.568641975308642,Orta Segment,Çapraz Satış Önerisi
12423,1,10,2301.39,Belgium,11.432258064516128,2.174774193548387,Sadık Müşteri,Sadakat Programı / Erken Erişim
12424,163,4,3340.03,Australia,22.01086956521739,2.1891304347826086,Orta Segment,Çapraz Satış Önerisi
12425,78,2,1741.41,Portugal,12.604395604395604,2.4042857142857144,Orta Segment,Çapraz Satış Önerisi
12426,195,2,1201.21,Germany,7.68,3.1721333333333335,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12427,22,3,699.8,Germany,18.785714285714285,3.152142857142857,Orta Segment,Çapraz Satış Önerisi
12428,26,8,6405.26,Finland,12.226480836236934,2.9437630662020906,Sadık Müşteri,Sadakat Programı / Erken Erişim
12429,9,8,5842.41,Denmark,19.14,2.799533333333333,Sadık Müşteri,Sadakat Programı / Erken Erişim
12430,43,1,216.4,Norway,11.6,2.848,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12431,36,25,10102.22,Australia,11.89090909090909,3.614597402597403,Sadık Müşteri,Sadakat Programı / Erken Erişim
12432,43,4,4359.32,Norway,16.822429906542055,4.107383177570093,Orta Segment,Çapraz Satış Önerisi
12433,1,10,16794.14,Norway,24.211091234347048,2.2511270125223617,Sadık Müşteri,Sadakat Programı / Erken Erişim
12434,85,3,1103.43,Australia,7.6,3.5964285714285715,Orta Segment,Çapraz Satış Önerisi
12435,80,6,13925.93,Denmark,44.267857142857146,3.729107142857143,Orta Segment,Çapraz Satış Önerisi
12436,100,1,429.01,Norway,13.933333333333334,2.952,Orta Segment,Çapraz Satış Önerisi
12437,2,38,11282.4,France,14.975425330812854,2.4373913043478264,Sadık Müşteri,Sadakat Programı / Erken Erişim
12438,14,2,2466.85,Norway,12.177083333333334,3.142708333333333,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12439,683,2,1142.88,Cyprus,6.732394366197183,3.706478873239437,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12440,462,2,739.2,Austria,10.933333333333334,3.1446666666666667,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12441,367,1,155.55,France,12.0,2.271,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12442,3,1,144.06,Spain,16.454545454545453,1.0981818181818181,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12443,732,1,365.31,Norway,8.95,4.164,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12444,21,5,4085.46,Norway,6.569767441860465,5.576337209302325,Sadık Müşteri,Sadakat Programı / Erken Erişim
12445,22,2,378.98,Spain,8.869565217391305,2.5778260869565215,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12446,58,1,1002.31,RSA,6.157894736842105,4.352631578947368,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12447,243,1,431.49,Belgium,7.48,3.1172000000000004,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12448,44,1,365.45,Spain,11.428571428571429,4.901904761904762,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12449,22,5,4274.89,Belgium,11.464285714285714,3.324591836734694,Sadık Müşteri,Sadakat Programı / Erken Erişim
12450,156,5,688.2,Spain,11.945945945945946,2.227837837837838,Orta Segment,Çapraz Satış Önerisi
12451,11,8,12629.88,Switzerland,18.349019607843136,2.3219607843137258,Sadık Müşteri,Sadakat Programı / Erken Erişim
12452,17,1,348.57,Switzerland,9.05,2.8835,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12453,134,1,707.09,Austria,11.0,2.393255813953488,Orta Segment,Çapraz Satış Önerisi
12454,56,4,16459.78,Spain,197.48717948717947,4.584358974358974,Orta Segment,Çapraz Satış Önerisi
12455,73,9,5722.95,Cyprus,14.977272727272727,3.325954545454546,Orta Segment,Çapraz Satış Önerisi
12456,44,3,2581.04,Switzerland,13.262295081967213,2.7300819672131147,Orta Segment,Çapraz Satış Önerisi
12457,66,7,2555.91,Switzerland,13.5375,3.9002499999999998,Orta Segment,Çapraz Satış Önerisi
12458,71,4,1502.49,Switzerland,12.2375,2.225625,Orta Segment,Çapraz Satış Önerisi
12459,605,1,398.36,Spain,11.636363636363637,3.0645454545454545,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12460,456,1,296.65,Belgium,9.882352941176471,3.756470588235294,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12461,155,1,626.88,Switzerland,8.294117647058824,3.2076470588235293,Orta Segment,Çapraz Satış Önerisi
12462,19,2,937.59,Spain,8.783333333333333,3.9125,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12463,53,4,1200.78,Belgium,9.721518987341772,2.2862025316455696,Orta Segment,Çapraz Satış Önerisi
12464,10,8,957.05,Belgium,4.318181818181818,10.825000000000001,Sadık Müşteri,Sadakat Programı / Erken Erişim
12465,17,2,682.19,Belgium,10.555555555555555,2.216,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12467,423,1,132.8,USA,14.333333333333334,1.6177777777777778,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12468,188,5,3238.74,Germany,15.013793103448275,2.2504137931034482,Kaybedilme Riski (Değerli),Yüksek İndirim / Kişisel Teklif
12469,523,2,3070.54,Thailand,33.578947368421055,2.999605263157895,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12470,690,1,211.95,Unspecified,4.130434782608695,3.928260869565217,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12471,2,71,35099.9,Germany,15.282428702851886,2.7268169273229073,Sadık Müşteri,Sadakat Programı / Erken Erişim
12472,32,19,14971.29,Germany,12.538929440389294,2.0340389294403893,Sadık Müşteri,Sadakat Programı / Erken Erişim
12473,54,3,2585.73,Germany,14.9625,1.8105,Orta Segment,Çapraz Satış Önerisi
12474,17,29,11310.75,Germany,11.572687224669604,2.3516152716593246,Sadık Müşteri,Sadakat Programı / Erken Erişim
12475,54,2,1065.64,Germany,12.983050847457626,2.639322033898305,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12476,16,18,12319.91,Germany,11.110441767068274,4.021506024096386,Sadık Müşteri,Sadakat Programı / Erken Erişim
12477,23,9,20276.37,Germany,10.849290780141844,4.182943262411348,Sadık Müşteri,Sadakat Programı / Erken Erişim
12478,4,1,545.99,Greece,6.6571428571428575,3.3817142857142857,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12479,11,1,473.2,Germany,12.733333333333333,2.1576666666666666,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12480,28,7,4834.85,Germany,12.412765957446808,2.8035744680851065,Sadık Müşteri,Sadakat Programı / Erken Erişim
12481,23,14,11033.51,Germany,19.320652173913043,2.70633152173913,Sadık Müşteri,Sadakat Programı / Erken Erişim
12482,576,27,21941.72,Sweden,133.86138613861385,1.3667326732673266,Kaybedilme Riski (Değerli),Yüksek İndirim / Kişisel Teklif
12483,17,19,4069.18,Sweden,17.4672131147541,2.3185245901639346,Sadık Müşteri,Sadakat Programı / Erken Erişim
12484,35,9,5557.1,Spain,6.961290322580645,2.755784946236559,Sadık Müşteri,Sadakat Programı / Erken Erişim
12485,529,1,708.1,Sweden,12.176470588235293,2.4105882352941173,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12486,432,1,917.28,Sweden,10.833333333333334,3.3558333333333334,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12487,731,1,285.3,Sweden,87.0,2.0,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12488,10,3,1244.66,France,9.74074074074074,3.4705555555555554,Orta Segment,Çapraz Satış Önerisi
12489,336,1,298.93,France,7.357142857142857,5.0442857142857145,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12490,5,20,8764.64,France,13.263038548752835,2.0640362811791384,Sadık Müşteri,Sadakat Programı / Erken Erişim
12491,39,1,424.4,France,10.32,2.792,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12492,63,3,607.21,Germany,11.23076923076923,2.126923076923077,Orta Segment,Çapraz Satış Önerisi
12493,166,2,415.74,France,9.80952380952381,3.657142857142857,Orta Segment,Çapraz Satış Önerisi
12494,16,9,1563.27,France,9.65,2.7177999999999995,Sadık Müşteri,Sadakat Programı / Erken Erişim
12495,641,1,277.4,Sweden,8.0,3.5625,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12496,620,2,45.34,Spain,3.0,1.927,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12497,82,3,5996.5,Germany,103.10909090909091,1.2896363636363637,Orta Segment,Çapraz Satış Önerisi
12498,21,3,349.7,Germany,7.428571428571429,2.8833333333333333,Orta Segment,Çapraz Satış Önerisi
12499,560,1,357.72,Germany,11.538461538461538,1.7269230769230768,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12500,23,18,5559.21,Germany,25.807692307692307,3.089692307692308,Sadık Müşteri,Sadakat Programı / Erken Erişim
12501,337,1,2025.39,Germany,11.993243243243244,2.307364864864865,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12502,96,5,2995.87,Spain,5.591549295774648,5.66556338028169,Orta Segment,Çapraz Satış Önerisi
12503,584,1,896.0,Spain,560.0,1.6,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12504,18,4,689.05,Germany,26.647058823529413,4.2176470588235295,Orta Segment,Çapraz Satış Önerisi
12505,409,1,787.2,Italy,7.7560975609756095,3.862195121951219,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12506,233,1,73.5,France,1.0,3.1956521739130435,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12507,134,4,1508.06,Spain,27.043478260869566,2.5482608695652176,Orta Segment,Çapraz Satış Önerisi
12508,26,2,397.88,France,3.985294117647059,1.7400000000000002,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12509,284,1,158.5,France,9.0,3.491666666666667,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12510,143,7,3039.03,Spain,14.751824817518248,2.5645985401459854,Orta Segment,Çapraz Satış Önerisi
12511,429,1,3084.02,Greece,9.226315789473684,3.4306842105263162,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12512,66,2,132.18,Israel,3.096774193548387,2.640322580645161,Orta Segment,Çapraz Satış Önerisi
12513,113,1,558.29,France,13.5,1.7152941176470589,Orta Segment,Çapraz Satış Önerisi
12514,267,2,1597.76,Italy,10.0,2.7076190476190476,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12515,353,1,278.7,Italy,8.533333333333333,4.9,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12516,78,4,2288.62,Germany,27.6,1.3314285714285714,Orta Segment,Çapraz Satış Önerisi
12517,28,4,2301.6,Germany,4.894927536231884,2.1956159420289856,Orta Segment,Çapraz Satış Önerisi
12518,1,5,1840.89,Germany,10.974789915966387,2.2000840336134453,Sadık Müşteri,Sadakat Programı / Erken Erişim
12519,64,2,626.54,Germany,10.324324324324325,2.3951351351351353,Orta Segment,Çapraz Satış Önerisi
12520,79,5,2346.26,Germany,9.680272108843537,2.7880272108843536,Orta Segment,Çapraz Satış Önerisi
12521,143,1,545.68,Germany,8.27027027027027,2.5902702702702705,Orta Segment,Çapraz Satış Önerisi
12522,39,2,156.72,Germany,19.2,2.4010000000000002,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12523,19,23,4010.35,France,9.428571428571429,3.794285714285714,Sadık Müşteri,Sadakat Programı / Erken Erişim
12524,9,17,9794.11,Germany,31.714285714285715,2.083839285714286,Sadık Müşteri,Sadakat Programı / Erken Erişim
12525,498,3,883.73,France,8.542372881355933,2.751864406779661,Orta Segment,Çapraz Satış Önerisi
12526,1,3,1172.66,Germany,9.176470588235293,2.7076470588235293,Orta Segment,Çapraz Satış Önerisi
12527,82,5,717.51,Germany,16.93548387096774,2.0945161290322583,Orta Segment,Çapraz Satış Önerisi
12528,9,6,1645.48,Germany,8.604651162790697,4.615,Sadık Müşteri,Sadakat Programı / Erken Erişim
12529,528,1,316.48,France,9.142857142857142,3.040952380952381,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12530,60,9,3381.26,Germany,18.06711409395973,2.389530201342282,Orta Segment,Çapraz Satış Önerisi
12531,15,2,1771.2,Germany,8.80952380952381,2.4413492063492064,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12532,30,1,313.83,France,10.066666666666666,2.744666666666667,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12533,628,2,1223.89,Germany,9.942857142857143,2.883142857142857,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12534,131,1,981.18,Germany,10.403225806451612,2.794032258064516,Orta Segment,Çapraz Satış Önerisi
12535,92,2,716.35,France,6.4411764705882355,4.451470588235294,Orta Segment,Çapraz Satış Önerisi
12536,59,1,4279.71,France,10.814671814671815,2.891158301158301,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12537,409,1,612.94,Sweden,10.619047619047619,2.04,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12538,29,2,640.45,Spain,9.882352941176471,3.828823529411765,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12539,22,7,11186.75,Spain,9.013916500994036,3.7289662027833,Sadık Müşteri,Sadakat Programı / Erken Erişim
12540,20,32,19250.49,Spain,14.764546684709066,2.8576319350473613,Sadık Müşteri,Sadakat Programı / Erken Erişim
12541,30,3,841.18,Spain,13.775510204081632,2.1228571428571428,Orta Segment,Çapraz Satış Önerisi
12542,484,2,481.88,Spain,13.384615384615385,2.465128205128205,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12543,448,1,840.25,Spain,16.261904761904763,2.008809523809524,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12544,36,1,316.7,Spain,7.444444444444445,2.778888888888889,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12545,75,2,832.39,Spain,10.770833333333334,3.0247916666666668,Orta Segment,Çapraz Satış Önerisi
12546,47,2,1021.5,Spain,9.373134328358208,2.458955223880597,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12547,198,3,299.58,Spain,17.0,1.0927777777777776,Orta Segment,Çapraz Satış Önerisi
12548,166,1,67.2,Spain,12.0,1.4,Orta Segment,Çapraz Satış Önerisi
12549,576,5,1570.68,USA,28.4375,1.5789583333333332,Kaybedilme Riski (Değerli),Yüksek İndirim / Kişisel Teklif
12550,79,1,824.83,Spain,10.071428571428571,2.6455357142857143,Orta Segment,Çapraz Satış Önerisi
12551,358,1,168.0,Spain,10.0,1.6800000000000002,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12552,40,1,317.82,Italy,4.473684210526316,7.49,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12553,8,12,4104.75,France,10.118942731277533,2.7823348017621146,Sadık Müşteri,Sadakat Programı / Erken Erişim
12554,449,1,384.5,Spain,9.48,2.8572,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12556,50,2,599.56,Spain,2.9831932773109244,2.6860504201680673,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12557,16,8,18096.14,Spain,120.41509433962264,2.230377358490566,Sadık Müşteri,Sadakat Programı / Erken Erişim
12558,8,1,269.96,USA,17.818181818181817,1.25,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12559,311,2,525.71,Germany,14.05,2.8265000000000002,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12560,5,2,1918.01,Germany,10.660194174757281,2.5622330097087382,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12561,303,1,238.85,Germany,11.0625,2.964375,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12562,8,9,4426.92,France,11.6010101010101,2.595909090909091,Sadık Müşteri,Sadakat Programı / Erken Erişim
12563,409,1,221.24,Italy,9.333333333333334,1.915,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12564,261,1,402.9,France,6.5,4.955,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12565,289,1,145.92,Saudi Arabia,8.88888888888889,2.351111111111111,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12566,86,1,297.65,Germany,14.555555555555555,3.1205555555555557,Orta Segment,Çapraz Satış Önerisi
12567,23,15,10741.48,France,9.670349907918968,3.1930202578268876,Sadık Müşteri,Sadakat Programı / Erken Erişim
12568,645,1,52.0,Germany,11.75,3.2925,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12569,2,32,3152.69,Germany,11.127388535031848,2.9535031847133757,Sadık Müşteri,Sadakat Programı / Erken Erişim
12571,40,2,519.61,France,15.382352941176471,1.3205882352941176,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12572,9,2,912.42,Germany,7.689655172413793,3.752931034482759,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12573,227,5,717.41,France,4.025210084033613,2.213361344537815,Orta Segment,Çapraz Satış Önerisi
12574,316,1,182.45,France,5.9,3.9200000000000004,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12575,457,2,568.82,France,8.666666666666666,2.7686111111111114,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12576,36,8,2062.72,Poland,10.581560283687944,2.3147517730496454,Sadık Müşteri,Sadakat Programı / Erken Erişim
12577,35,8,1613.15,France,4.006734006734007,1.7773063973063974,Sadık Müşteri,Sadakat Programı / Erken Erişim
12578,21,4,4026.45,Italy,14.035714285714286,2.5204166666666667,Orta Segment,Çapraz Satış Önerisi
12579,78,1,386.42,France,10.071428571428571,2.815,Orta Segment,Çapraz Satış Önerisi
12580,247,2,962.9,Germany,10.071428571428571,2.056964285714286,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12581,40,1,179.71,Germany,11.428571428571429,1.8135714285714286,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12582,239,4,1820.4,Finland,9.712871287128714,3.13980198019802,Orta Segment,Çapraz Satış Önerisi
12583,3,27,12493.58,France,20.22434367541766,2.1548448687350836,Sadık Müşteri,Sadakat Programı / Erken Erişim
12584,4,9,2254.15,Italy,4.347368421052631,7.268421052631579,Sadık Müşteri,Sadakat Programı / Erken Erişim
12585,234,2,1824.1,Germany,14.905882352941177,3.1218823529411766,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
12586,17,4,2062.67,Italy,7.308510638297872,5.121489361702128,Orta Segment,Çapraz Satış Önerisi
12587,8,1,104.0,Finland,16.666666666666668,2.08,Yeni / Potansiyel Müşteri,Hoş Geldin Kampanyası
12588,39,3,718.78,Finland,10.285714285714286,4.055238095238095,Orta Segment,Çapraz Satış Önerisi
12589,29,6,3294.91,France,10.063583815028903,3.2571098265895957,Sadık Müşteri,Sadakat Programı / Erken Erişim
12590,211,1,9341.26,Germany,63.91044776119403,2.8988059701492537,Pasif/Kaybedilmiş,Geri Kazanma Kampanyası
